company_name,_name_key,country,region_bucket,revenue_eur_latest,ebitda_eur_latest,revenue_year,employees,industry_code,ownership_status,inactive,business_model_tags,ai_fde_match_prior,description,source,stage_status
LIVO TECHNOLOGIES GMBH,livo technologies gmbh,DE,DACH,5500000.0,1900000.0,,39,6201,Unknown,False,,True,"Livo Technologies GmbH operates within the high-end software development sector (NACE 6201) with a focus on cloud-native solutions, IoT integration, and complex digital transformation. Their technical profile indicates strong engineering capabilities in scalable architecture, which provides a high-potential foundation for pivoting into AI Forward Deployed Engineering. Given their background in integrating disparate data pipelines for enterprise clients, they are well-positioned to implement RAG systems and multi-agent workflows.",Orbis Screened,raw
ZERON,zeron,BE,Benelux,5000000.0,2400000.0,,10,6201,Unknown,False,,True,"ZERON operates as a specialized cybersecurity and software engineering firm focused on complex enterprise infrastructure. Their technical background in high-stakes software development, combined with an emphasis on data-centric security and custom system architecture, positions them as a high-potential candidate for pivoting into AI-integrated secure pipelines and RAG deployment. Their engineering-heavy pedigree aligns with the operational requirements of an FDE-focused investment.",Orbis Screened,raw
Reply (Data Reply / Machine Learning Reply),reply data reply machine learning reply,IT,Other,2480000000.0,467600000.0,,,,Unknown,False,,Unscreened,"Data & AI consulting, ML engineering",v1 Longlist,raw
Valtech (Data & AI),valtech data ai,FR,Adjacent,1300000000.0,,,,,Unknown,False,,Unscreened,Digital engineering & AI,v1 Longlist,raw
Bell Integration (Nordics AI),bell integration nordics ai,UK,Other,1000000000.0,,,,,Unknown,False,,Unscreened,"AI consulting, AIaaS, managed services",v1 Longlist,raw
Andersen Germany GmbH,andersen germany gmbh,DE,DACH,838700000.0,,,,,Unknown,False,,Unscreened,"Custom software development, IT consulting, including AI and data solutions",v1 Longlist,raw
Camunda,camunda,DE,DACH,101700000.0,,,560,,Unknown,False,,Unscreened,Camunda offers robust AI services directly integrated into its process orchestration platform. . Their AI features are primarily designed to combine the flexibility of generative AI with the reliability of traditional enterprise workflow automation.,vh-longlist,raw
CREALOGIX HOLDING AG,crealogix holding ag,CH,DACH,92100000.0,9100000.0,,383,,Unknown,False,,Unscreened,CREALOGIX Conversational AI combines the power of artificial intelligence and automation with next-generation digital personalised customer communications. Our scalable solution encompasses simple chat conversations to complex process-handling via AI-based personal virtual assistants.,vh-longlist,raw
Zoi TechCon GmbH,zoi techcon gmbh,DE,DACH,74700000.0,,,500,,Unknown,False,,Unscreened,"Zoi offers extensive AI services. As a technology consulting and IT transformation firm, they specialize in scaling and implementing AI solutions to connect systems, automate workflows, and drive business value",vh-longlist,raw
Seven Principles Group,seven principles group,DE,DACH,60200000.0,2500000.0,,333,,Unknown,False,,Unscreened,"With AI for Enterprise, 7P provides services for companies that want to operate sovereign, auditable AI applications. The solutions are cloud-independent, legally documented and tested for robustness, hallucination risks and data protection compliance.",vh-longlist,raw
codecentric AG,codecentric ag,DE,DACH,60000000.0,,,600,,Unknown,False,,Unscreened,codecentric AG offers comprehensive AI services ranging from strategy consulting to software implementation.,vh-longlist,raw
Trifork AI,trifork ai,DK,Denmark,59000000.0,,,,,Unknown,False,,Unscreened,AI and software innovation projects,v1 Longlist,raw
SYZYGY AG,syzygy ag,DE,DACH,57900000.0,2500000.0,,506,,Unknown,False,,Unscreened,"We support companies in overcoming the AI productivity paradox. Together, we identify relevant use cases, prioritise them according to their value and feasibility, and develop scalable AI solutions.",vh-longlist,raw
DocCheck AG,doccheck ag,DE,DACH,56100000.0,11000000.0,,414,,Unknown,False,,Unscreened,"specialized subsidiary and creative division, antwerpes ag (operating as the DocCheck agency).... Unsere AI-Architects sammeln hierzu seit über 500 Tagen wertvolle Erfahrungen mit künstlicher Intelligenz in zahlreichen Anwendungsbereichen. Daraus haben wir konkrete Produkte und Dienstleistungen für den Healthcare Sektor entwickelt, die Pharmamarketing und Pharmavertrieb schneller und effizienter machen. Schauen Sie durch unsere KI-Leistungen, Angebote und Tools und erfahren Sie, was mit dem Einsatz unserer spezialisierten KI-Technologien im Medical Marketing bereits möglich ist.",vh-longlist,raw
CENTOGENE N.V.,centogene n v,NL,Benelux,52800000.0,-21200000.0,,493,,Unknown,False,,Unscreened,"CENTOGENE was awarded the prize based on its proprietary, AI-powered biomarker platform, CentoMetabolome. The internally deployed platform has the potential to revolutionize the detection of new biomarkers – accelerating research that previously took months to perform into just a few days.",vh-longlist,raw
GoDataDriven (part of Xebia),godatadriven part of xebia,NL,Benelux,45000000.0,,,,,Unknown,False,,Unscreened,Data science & ML for enterprises,v1 Longlist,raw
Exasol AG,exasol ag,DE,DACH,43200000.0,4400000.0,,160,,Unknown,False,,Unscreened,"Exasol’s AI Lab is an environment for building, testing and productionalizing AI & ML solutions. AI Lab includes sample workflows and utilities to help you leverage Exasol’s unique UDF framework and MPP Architecture to achieve optimal performance at scale.",vh-longlist,raw
PRODYNA SE,prodyna se,DE,DACH,43100000.0,,,260,,Unknown,False,,Unscreened,"PRODYNA SE offers a wide range of AI services, including AI strategy, infrastructure assessment, and custom AI implementations. [1, 2, 3, 4, 5]",vh-longlist,raw
Helsing,helsing,DE,DACH,36700000.0,,,218,,Unknown,False,,Unscreened,AI software for defence systems and real-time battlefield decision support,v1 Longlist,raw
Valcon (Data & AI),valcon data ai,NL,Benelux,35200000.0,,,,,Unknown,False,,Unscreened,Data & AI-driven transformation,v1 Longlist,raw
Intership Communications AG,intership communications ag,DE,DACH,33700000.0,700000.0,,224,,Unknown,False,,Unscreened,"Intershop Communications AG offers a wide range of AI services and tools built natively into the Intershop Commerce Platform. They specialize in B2B autonomous and conversational commerce, utilizing AI copilots and autonomous agents. [1, 2, 3]",vh-longlist,raw
Crunch Data,crunch data,NL,Benelux,30000000.0,,,,,Unknown,False,,Unscreened,"Analytics, AI solutions",v1 Longlist,raw
plenum AG,plenum ag,DE,DACH,29800000.0,3100000.0,,168,,Unknown,False,,Unscreened,"plenum Management Consulting offers comprehensive AI services. Their core offerings span the entire AI lifecycle, combining management consulting with intelligent technology. [1, 2]",vh-longlist,raw
Talkwalker AI (services arm),talkwalker ai services arm,LU,Benelux,25400000.0,,,500,,Unknown,False,,Unscreened,AI-powered social listening and analytics with services,v1 Longlist,raw
ConSol AI,consol ai,DE,DACH,24800000.0,,,,,Unknown,False,,Unscreened,Data protection-compliant GenAI consulting and implementation based on open-source tech,v1 Longlist,raw
INNOQ,innoq,DE,DACH,24500000.0,,,155,,Unknown,False,,Unscreened,"INNOQ offers a dedicated suite of Data & AI services. They assist businesses with strategy, architecture, and implementation to integrate AI into existing systems. [1, 2, 3, 4]",vh-longlist,raw
Notch,notch,DE,DACH,20000000.0,,,,,Unknown,False,,Unscreened,AI-driven digital products and platforms,v1 Longlist,raw
Nine A/S (Nine Denmark),nine a s nine denmark,DK,Denmark,18900000.0,,,,,Unknown,False,,Unscreened,"Cloud, data and AI solutions",v1 Longlist,raw
Dataroots,dataroots,BE,Benelux,15900000.0,,,,,Unknown,False,,Unscreened,"ML engineering, MLOps, data platforms",v1 Longlist,raw
ML6,ml6,BE,Benelux,15100000.0,,,135-150,,Unknown,False,,Unscreened,"ML6 is an AI-native engineering firm that specializes in artificial intelligence, machine learning, and agentic AI services.",vh-longlist,raw
Merantix Momentum,merantix momentum,DE,DACH,13500000.0,,,50-60,,Unknown,False,,Unscreened,"Merantix Momentum offers a wide range of AI services, acting as an end-to-end partner for machine learning and AI. They support companies from the initial identification of use cases to the development, deployment, and operation of custom AI solutions. [1, 2, 3]",vh-longlist,raw
Spread,spread,DE,DACH,12700000.0,,,,,Unknown,False,,Unscreened,Digital twin / knowledge graph for engineering data and workflows,v1 Longlist,raw
OTRS AG,otrs ag,DE,DACH,12600000.0,-200000.0,,95,,Unknown,False,,Unscreened,"OTRS AI Services extend your service organization with intelligent automation and decision support. They help service teams reduce manual effort, accelerate response times and improve service quality without losing control or transparency.",vh-longlist,raw
DEUS AI,deus ai,NL,Benelux,12500000.0,,,,,Unknown,False,,Unscreened,"AI strategy, deep learning, data science",v1 Longlist,raw
2021.AI,2021 ai,DK,Denmark,12000000.0,,,100,,Unknown,False,,Unscreened,"2021.AI offers a comprehensive suite of AI solutions and services, focusing heavily on enterprise AI, responsible implementation, and model governance. [1, 2]",vh-longlist,raw
lise GmbH,lise gmbh,DE,DACH,12000000.0,,,,,Unknown,False,,Unscreened,"Custom software development, AI solutions and digital strategy",v1 Longlist,raw
Instinctools GmbH,instinctools gmbh,DE,DACH,11500000.0,,,,,Unknown,False,,Unscreened,"Custom software, data platforms, analytics and cloud",v1 Longlist,raw
Bit by Bit,bit by bit,NL,Benelux,11500000.0,,,,,Unknown,False,,Unscreened,"AI automation, ML models",v1 Longlist,raw
Realtech AG,realtech ag,DE,DACH,11200000.0,200000.0,,69,,Unknown,False,,Unscreened,"Mit dem REALTECH aiLAB schließen Sie die Lücke zwischen KI-Theorie und echtem Business-Mehrwert. Es schafft einen praktischen Rahmen, um KI-Potentiale zu identifizieren, vielversprechende Use Cases zu validieren und schnell in die Praxis zu überführen.",vh-longlist,raw
INVIXO Consulting Group,invixo consulting group,DK,Denmark,10100000.0,,,,,Unknown,False,,Unscreened,Integration and data solutions with AI,v1 Longlist,raw
BrainCreators,braincreators,NL,Benelux,8100000.0,,,33,,Unknown,False,,Unscreened,AI-powered digital inspectors and automation,v1 Longlist,raw
Antire,antire,HQ IN OSLO WITH OFFICES IN DENMARK,Other,7400000.0,,,130,,Unknown,False,,Unscreened,"Antire is an AI-first IT and cloud consultancy that provides a wide range of artificial intelligence services. They specialize in applied AI, machine learning, and intelligent automation",vh-longlist,raw
Rockfeather,rockfeather,NL,Benelux,7300000.0,,,,,Unknown,False,,Unscreened,"Data analytics, AI, automation",v1 Longlist,raw
Scalors GmbH,scalors gmbh,DE,DACH,5700000.0,,,,,Unknown,False,,Unscreened,"Nearshore engineering teams for web, mobile and cloud projects",v1 Longlist,raw
Risma Systems AS,risma systems as,DK,Denmark,5500000.0,-600000.0,,43,,Unknown,False,,Unscreened,Ensure compliance with AI Act while managing all your AI systems,vh-longlist,raw
Protiviti Netherlands (AI Services),protiviti netherlands ai services,NL,Benelux,5500000.0,,,,,Unknown,False,,Unscreened,"AI design, implementation, governance",v1 Longlist,raw
Intellishore,intellishore,DK,Denmark,5200000.0,,,,,Unknown,False,,Unscreened,"Data strategy, analytics, AI",v1 Longlist,raw
Pacmed,pacmed,NL,Benelux,5000000.0,,,40,,Unknown,False,,Unscreened,Healthcare AI decision-support,v1 Longlist,raw
Dataminded,dataminded,BE,Benelux,4600000.0,,,,,Unknown,False,,Unscreened,"Data platforms, AI-enabling data work",v1 Longlist,raw
eBiz Consulting GmbH,ebiz consulting gmbh,DE,DACH,4000000.0,,,,,Unknown,False,,Unscreened,"Microsoft-focused IT consulting, ERP/CRM and integration projects",v1 Longlist,raw
Axisbits GmbH,axisbits gmbh,CH,DACH,4000000.0,,,,,Unknown,False,,Unscreened,"Web and mobile product development, incl. AI-powered applications",v1 Longlist,raw
Abzu,abzu,DK,Denmark,3300000.0,,,27,,Unknown,False,,Unscreened,Explainable AI platform and projects,v1 Longlist,raw
Revue Labs,revue labs,DK,Denmark,2900000.0,,,,,Unknown,False,,Unscreened,AI product and agent development,v1 Longlist,raw
DuckDuckGoose,duckduckgoose,NL,Benelux,2100000.0,,,19,,Unknown,False,,Unscreened,Deepfake and AI content detection,v1 Longlist,raw
galaniprojects GmbH,galaniprojects gmbh,DE,DACH,1800000.0,,,,,Unknown,False,,Unscreened,"Digital solutions, UX/UI and project management for enterprise IT",v1 Longlist,raw
AI Superior,ai superior,DE,DACH,1400000.0,,,16,,Unknown,False,,Unscreened,"End-to-end AI consulting, generative AI, LLM integration",v1 Longlist,raw
Quantum Cyber N.V,quantum cyber n v,NL,Benelux,900000.0,-17000000.0,,19,,Unknown,False,,Unscreened,"Quantum Cyber N.V. has launched a new website, quantum-cyber.ai, serving as a digital hub for its corporate narrative and technology portfolio, which focuses on an AI-powered, quantum-accelerated autonomous defense platform.",vh-longlist,raw
Alexander Thamm (at),alexander thamm at,DE,DACH,,,,500,,Unknown,False,,Unscreened,"Alexander Thamm GmbH is one of the leading data and AI consulting firms in the DACH region. They provide end-to-end artificial intelligence, Data Science, and Big Data services",vh-longlist,raw
Devoteam Benelux (part of Devoteam Group),devoteam benelux part of devoteam group,BE,Benelux,,,,500-900,,Unknown,False,,Unscreened,"Devoteam Benelux is executing AI deployment into enterprise workflows (Google Cloud GenAI, ServiceNow AI agents, RAG, Vertex AI) at scale, with recurring managed services revenue and strong hyperscaler partnerships.",vh-longlist,raw
Statworx,statworx,DE,DACH,,,,60,,Unknown,False,,Unscreened,"Statworx offers comprehensive AI and Data Science services. As a major European consulting and development firm, they specialize in helping companies integrate artificial intelligence. [1, 2]",vh-longlist,raw
craftworks GmbH,craftworks gmbh,AT,DACH,,,,40-50,,Unknown,False,,Unscreened,"craftworks GmbH specializes in AI services, particularly for industrial and manufacturing sectors.",vh-longlist,raw
QuantCo,quantco,HQ IN BOSTON WITH STRONG EU PRESENCE,Other,,,,180,,Unknown,False,,Unscreened,"QuantCo specializes in offering AI and machine learning services. They provide enterprise AI solutions, custom statistical modeling, and scalable decision-making systems. [1, 2, 3, 4]",vh-longlist,raw
Unit8,unit8,CH,DACH,,,,150,,Unknown,False,,Unscreened,"Unit8 is a dedicated data and AI services company that specializes in building custom enterprise AI and machine learning solutions. They offer a wide range of services designed to help businesses scale from initial concept to full production. [1, 2, 3]",vh-longlist,raw
Xomnia,xomnia,NL,Benelux,,,,88,,Unknown,False,,Unscreened,"Xomnia is a leading AI and data consultancy based in the Netherlands, specializing in a wide range of Artificial Intelligence services. Their core offerings span the entire AI lifecycle",vh-longlist,raw
inovex GmbH,inovex gmbh,DE,DACH,,,,500,,Unknown,False,,Unscreened,"inovex offers comprehensive AI services, specializing in custom Data & AI solutions, Generative AI, Conversational AI, and multi-agent system development.",vh-longlist,raw
ti&m,ti m,CH,DACH,,,,513,,Unknown,False,,Unscreened,"ti&m offers extensive artificial intelligence services. They build bespoke AI software, specializing in AI agents, AI assistants, machine learning engineering, and MLOps to securely integrate AI into business processes",vh-longlist,raw
Cognigy,cognigy,DE,DACH,,,,300,,Unknown,False,,Unscreened,"Cognigy offers a comprehensive suite of AI services, specializing in enterprise-grade conversational and agentic AI. Operating under the NICE umbrella (as NiCE Cognigy), the platform provides advanced AI-driven solutions for contact centers and customer experience (CX). [1, 2, 3, 4]",vh-longlist,raw
Deepset,deepset,DE,DACH,,,,85-90,,Unknown,False,,Unscreened,"deepset offers a variety of AI services and solutions. They specialize in helping enterprises build custom AI applications, Retrieval-Augmented Generation (RAG) pipelines, and intelligent AI agents that integrate with existing workflows and data.",vh-longlist,raw
DataNorth AI,datanorth ai,NL,Benelux,,,,,,Unknown,False,,Unscreened,AI consulting and data platforms,v1 Longlist,raw
Absidy,absidy,DE,DACH,,,,,,Unknown,False,,Unscreened,"BI, big data, AI consulting",v1 Longlist,raw
Bolesian,bolesian,NL,Benelux,,,,,,Unknown,False,,Unscreened,Knowledge-based AI and automation,v1 Longlist,raw
Crunch Analytics,crunch analytics,BE,Benelux,,,,,,Unknown,False,,Unscreened,Analytics & AI for retail and industry,v1 Longlist,raw
DataThings,datathings,LU,Benelux,,,,18,,Unknown,False,,Unscreened,"Realtime analytics, industrial AI",v1 Longlist,raw
Procex,procex,DK,Denmark,,,,,,Unknown,False,,Unscreened,RPA & AI to streamline processes,v1 Longlist,raw
Radix,radix,BE,Benelux,,,,,,Unknown,False,,Unscreened,AI solutions and data science,v1 Longlist,raw
Riegg & Partner intercorp. GmbH,riegg partner intercorp gmbh,DE,DACH,,,,,,Unknown,False,,Unscreened,"Brand communication, digital campaigns and marketing, some data/tech",v1 Longlist,raw
iits-consulting GmbH,iits consulting gmbh,DE,DACH,,,,,,Unknown,False,,Unscreened,"Business intelligence, data analytics and AI projects for enterprises",v1 Longlist,raw
innFactory,innfactory,DE,DACH,,,,26,,Unknown,False,,Unscreened,"LLM integration, RAG, AI development, CompanyGPT",v1 Longlist,raw
